business_id,name,stars,review_count,categories
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,3.0,137,Restaurants
FRYkg_JvsWU9xIXZsEZcVA,Altamura,3.5,27,Restaurants
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,3.5,56,Restaurants
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,4.0,2404,Restaurants
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,4.0,13,Restaurants
WYYdQDjx-DsCanlP0DpImQ,J Sushi,4.5,72,Restaurants
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,3.0,19,Restaurants
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,4.0,182,Restaurants
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,1.5,37,Restaurants
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,3.5,40,Restaurants
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,4.0,52,Restaurants
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,3.0,1639,Restaurants
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,4.0,29,Restaurants
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,3.5,17,Restaurants
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,3.0,5,Restaurants
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,1.5,14,Restaurants
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,2.5,25,Restaurants
yM8LlTInbQH4FwWC97lz6w,McDonald's,1.5,100,Restaurants
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,4.0,75,Restaurants
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,1.5,15,Restaurants
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,1.5,27,Restaurants
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,3.5,60,Restaurants
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,4.0,175,Restaurants
tSFXJ0GFl5iUdy021YgWLw,The Mad Griddle ,5.0,7,Restaurants
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,4.5,6,Restaurants
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,4.0,246,Restaurants
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,4.0,5,Restaurants
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,4.0,108,Restaurants
6BF3eaIzHtoNHSxKTFnTyg,Mister B's Cigar Box,3.5,13,Restaurants
wjyUxHxkrvUvCOVqy4g_wg,Oscar's Cafe,4.0,11,Restaurants
4IcB3QyMEA85UTWFKh9O9A,Eat Mah Taco @ Pal's Lounge,4.5,8,Restaurants
Y6heWJJ9AmEL58fZwgi9YQ,Rosati's Pizza,4.0,58,Restaurants
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,4.5,183,Restaurants
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,3.5,42,Restaurants
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,4.5,112,Restaurants
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,4.0,208,Restaurants
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,4.0,46,Restaurants
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,3.5,149,Restaurants
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,4.5,39,Restaurants
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,2.5,55,Restaurants
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,4.5,119,Restaurants
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,3.5,14,Restaurants
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,4.5,12,Restaurants
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,4.0,8,Restaurants
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,4.5,66,Restaurants
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,3.0,140,Restaurants
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,3.0,178,Restaurants
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,3.5,58,Restaurants
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,3.5,172,Restaurants
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,3.5,61,Restaurants
xa6JYHDgVza7CuenKBJBHw,Taqueria El Sitio,4.5,8,Restaurants
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,5.0,18,Restaurants
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,4.5,29,Restaurants
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,3.5,17,Restaurants
Pr_Mlt9FqdcW7WCFGJmozA,The Cider Factory,4.5,104,Restaurants
-7GDqSUaXrpC8Ql7nDBxWA,B2 Bluefin,4.0,92,Restaurants
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,4.5,11,Restaurants
tuyCmcmm5Q-bc-9zV76xKA,Pho Friendly,4.5,93,Restaurants
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,2.5,6,Restaurants
p184f-Zvf4ToPwLba0VS4A,Misto Diner,3.5,26,Restaurants
zVlhs7BVaouutt-rles-YA,Williams Sub Shop,4.5,99,Restaurants
1E9o1SNo7UTf1XHTFPv1_Q,Franklin Juice Co,4.5,66,Restaurants
0CEUpFtaKhxbmrbSdP9MUQ,Acadia,4.0,79,Restaurants
f82dhKNiUXsDVPMLqKYiIQ,Sher-e-Punjab,4.0,446,Restaurants
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,4.5,49,Restaurants
TEP-73fGvgSUmtQFaOTA_g,The Steak Out,2.5,30,Restaurants
bDAlJYMIzwOewIThe2IZjQ,Domino's Pizza,4.0,12,Restaurants
b7YJrFZWZdI2C5-9nZvVdw,Saltwater Grill,2.5,34,Restaurants
SRexiuEsx1d9-dZVUsssQA,Brandon Burgers,3.5,24,Restaurants
xJyp6RLqNRv3tSu6njPKxQ,World of Beer,3.0,208,Restaurants
1P_mGUY1PyPq7_ZabrzpBw,Carmine's Steakhouse,4.0,261,Restaurants
XwoXi0M66RU6Gouq-DSDHw,G Peppers Grill & Tavern,4.0,82,Restaurants
OfW-VK04qr7b7bPm5QbyLg,Taqueria Feliz,3.0,77,Restaurants
0DbIUh_Xuj6H5B_SF0RLCQ,Iguana's Mexican Restaurant,4.0,74,Restaurants
bSJczuohHVko33UT82hnfA,Blaze Pizza,4.0,302,Restaurants
PCM-vL-vRLJ4HB2OE8Nnbg,Baxter's Saloon & Grill,2.5,31,Restaurants
rmHgqdVkLsGN2byesWRo0w,Brewster's Pub,3.5,12,Restaurants
JfGfqCnk0-Tnf6PlahPUJQ,Burger Village,4.0,10,Restaurants
aNXw3PkXVt8ANwLyCfcmpg,McDonald's,1.5,17,Restaurants
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,2.5,16,Restaurants
KUx_q3nzqUINYgUTrZc9OA,Pita Pit,3.0,9,Restaurants
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,4.0,130,Restaurants
JwBTq6IOFH97b9Hr6RT7pw,Reinette Café & Patisserie,3.0,5,Restaurants
dChRGpit9fM_kZK5pafNyA,The Love,4.0,618,Restaurants
uyc-S7lauYjzouYQ2TM76A,Papa John's Pizza,2.0,9,Restaurants
2_gRg3_oWK3GoiB-OpcDHA,CedarBrook Deli,3.5,5,Restaurants
YE2TePip0TxcdquF5hGauQ,JoJo's Hot Dogs and BBQ,4.5,14,Restaurants
KdkMXzeoqpfNsZd-_axoTQ,emPIEnada,4.5,41,Restaurants
iBRXLFWD7PeSYDbKsd_JTw,Mai Thai Restaurant,4.5,27,Restaurants
od6skmfXz9twktEAuJHEmw,Ryan Christopher,4.0,120,Restaurants
sUQ-OfJYSNfz-cimEjoaXQ,Soho Oasis Cafe,3.5,7,Restaurants
j9Kaj_6tSeXmVMYCgZithg,Noble Crust,4.5,496,Restaurants
EIlFs8kybcG-l60GJjNUIA,Domino's Pizza,2.5,20,Restaurants
z9wCTHYI2VZy9YIblwSsgg,The Silo Eatery Coffee Bakery,4.0,5,Restaurants
4xhGQGdGqU60BIznBjqnuA,California Tacos and Taproom,4.0,49,Restaurants
juVJO2kMrHwCYXwQQmv1Tg,Sidekicks Pizza,4.0,45,Restaurants
Rz0KfP7YAZV_yQE8uIB0fg,El Sabor Boricua,5.0,6,Restaurants
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,4.5,351,Restaurants
Wt1W6qwCvna1KzIuJRJbwA,Tokyo Mandarin,4.0,88,Restaurants
fNssGWMjae-SUzyyGblspQ,Apron,4.5,24,Restaurants
kwQzVF5GP8DzdyBavvhIaQ,Fisherman's Cove Seafood,4.0,91,Restaurants
wFXwmrlV8TiBS4Ac2-W_9g,MOSI Food Truck Rally,3.5,10,Restaurants
ifjluUv4VASwmFqEp8cWlQ,Marty's Pizza,4.0,64,Restaurants
bPPy7yNFfb-6N_bHkn1qAw,Taste of the Caribbean,3.0,17,Restaurants
bTC3m_GPWBp92Y5TTReyTA,Taco Truck Stl,2.5,10,Restaurants
wQjhFPMKwN_z85aPEn6V4Q,Thai Tanic,3.0,8,Restaurants
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,4.0,6,Restaurants
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,4.0,604,Restaurants
NpglDX_FUp3ybEzbBp4qhw,Summer Palace Chinese Restaurant,2.5,9,Restaurants
iEC0VzHM2hQ13wM7c0QwgQ,Metro Diner,3.5,56,Restaurants
OlD8UoHqrKnLoZUFxuas_w,The Hip Hop Sandwich Shop,2.5,5,Restaurants
D7z_V6E8cxXghSRcHAmUPg,La Bella China Restaurant,4.0,92,Restaurants
gb7JjRJtzWDsIWpJihZhBQ,McDonald's,2.0,20,Restaurants
JPm93BlP-UHYPqFgK66JUw,Local Links,4.5,70,Restaurants
VeFfrEZ4iWaecrQg6Eq4cg,Cal Taco,4.0,189,Restaurants
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,3.5,163,Restaurants
Dl1alpHSJE4_iB0MGKRLXw,Johnny Rockets,2.0,6,Restaurants
hsyIDX4x4ndYEvPoJF6_1g,Merendero La Catrachitas,4.5,22,Restaurants
dk9zGFRJD2RXkHqAmFHOOA,Garage Pizza,4.0,6,Restaurants
rR30b1XWbxZFFgLyGbfNAw,BODHI : Craft Bar + Thai Bistro,4.5,132,Restaurants
4QFqi8w3rlZTcc5LXKyPJw,Chris' Pizza Village Pleasant View,4.0,31,Restaurants
RsTF2skxLcp6qo9FdnA5PA,Pizza Hut,1.5,18,Restaurants
uYBx50Yl_Jc-UYwFzudBsQ,Chew Doin Fried Chicken & Ramen,3.0,10,Restaurants
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,3.0,52,Restaurants
GpFRwCHN0RI8yFbcfXjfUg,V Sandwiches,3.5,9,Restaurants
QZLOM3T6xl7y1Q6zqoqHWg,Freddy's Frozen Custard & Steakburgers,3.5,26,Restaurants
9qxMhGWjGsuPUoQB3Y74Wg,McDonald's,1.5,62,Restaurants
pJB63RaQpkTIKBhfTsLQQg,Biryani Hut,4.0,83,Restaurants
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,4.0,217,Restaurants
46_2e1hnQ4csLrYnhn6bkw,Whetstone Tavern,4.0,166,Restaurants
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,4.0,80,Restaurants
CPgWuWGZ4v2sZr5_-1kluw,Checkers,2.0,21,Restaurants
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,4.0,31,Restaurants
dIpTuL2T1L98GQGU17IeSw,The Bricks,4.0,548,Restaurants
XRkzSBTroG7kIdI7Z8ic6g,Piccadilly,3.0,51,Restaurants
SoJwDKedR7SJh7-G69C38A,Hong Kong Sunny,3.0,18,Restaurants
FW1PXpUq-yOs-5O_gqz3AQ,Big Mike's BBQ,4.5,32,Restaurants
1tLrjXG-I9hkOoZxlbwDqw,Olde Black Horse,4.0,9,Restaurants
SlLfWzeYOrVBxCd-0QILZQ,The Boiling House,4.0,238,Restaurants
adATTqggIQX5xxLDISkFTw,Just Churros,5.0,25,Restaurants
pNu5bd9aL3jcJClfdQ86MQ,Momo's Ouzaria Taverna,3.5,243,Restaurants
bdfZdB2MTXlT6-RBjSIpQg,Pho Bistro,3.0,184,Restaurants
1EokZOnCDkjv2VtPtplyHw,Reno Downtown Joint,4.0,10,Restaurants
ZpmSEd9N042IJanBiKlKiQ,Smoke & Thyme,4.0,19,Restaurants
42OM20QndpmsOSY6ccudBA,Union Teller Delicatessen,3.5,6,Restaurants
SwWfW3vBn5QkDE7T3urGAg,Persis Biryani Indian Grill,4.5,246,Restaurants
W4rgF_1eKzFZiGUOsgbGMA,Amber Indian Restaurant,4.0,243,Restaurants
yN6jZyG1G1FG_HCZQlJZ1g,City Barbeque,4.0,188,Restaurants
WmnPtMtY0elYVStooCTfng,Barista Cafe,4.5,12,Restaurants
PW5eZM5RAQEhy3wgovChhQ,Cafe Victoria's,3.0,29,Restaurants
jGewGnIYcf9LFBcR8lMC5g,Picasso Restaurant & Bar,3.0,34,Restaurants
-lVTNjVoTMOkD-eT--u0oA,El Rancho Nuevo,3.5,66,Restaurants
TCxvQgfBD6_JjOM3N1VPRA,High Ridge Family Diner,4.5,8,Restaurants
lPPYZr1_jx0XeW-xR9WJtw,DOSC,4.0,87,Restaurants
0sr1EyOc6Td1C-962QW88w,La Cucina Italian Eatery,4.0,44,Restaurants
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,4.0,214,Restaurants
frsWe9bmMOMIBOBNzsCTew,African Palace Bar And Grill,4.0,26,Restaurants
-H6s1c2NRic5UKxXqi4FdQ,Bagelicious and More,3.5,7,Restaurants
xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,2.5,94,Restaurants
yFqq66GxRjnhZXPgjA6hnw,KFC,2.0,7,Restaurants
IbndcMURguByburM72o3SA,State Street Kitchen,4.5,124,Restaurants
diwwt5QBU3-Thig9SVlsOA,Brew Brothers,3.5,592,Restaurants
3uvFklejzRPwEPEZQ5vHYQ,Wawa,3.5,14,Restaurants
0l_njS4wGMadAk1b4nZRUA,Panera Bread,2.5,58,Restaurants
lB6jIOb1UBATmdfot4KJew,Soco's Gyros,4.0,126,Restaurants
cm0bhBDPM3bjBefmEXa3BQ,Nudy's Cafe - Chadds Ford,3.5,63,Restaurants
MObScX791gFEwtkoFA9GQg,Creekside Inn,3.5,20,Restaurants
3c9TiufCFT2yXXj3R08Vwg,Snellgroves Restaurant,3.5,64,Restaurants
TJe1ZGe-X0-GjOQd00kKxA,Brixx Craft House,4.0,115,Restaurants
nHUJCK-Ek_lAVTSyEz9GEQ,Adventure Coast Fun Park,4.5,10,Restaurants
HCbJPXWXvwN-C7XfmVy3gA,Granite City Food & Brewery,3.5,258,Restaurants
jZoeTGRfhG9n_Jo6VMqwxw,Sushi Wasabi,4.0,57,Restaurants
A1lAqN3SOaBLoo6NqVcy4Q,McDonald's,2.0,6,Restaurants
O0YHVrUtxbsEhQ4qaWkVaw,Boston Pizza,2.5,6,Restaurants
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,4.0,28,Restaurants
L9CKPOoI51LNnRW8B1M8CQ,Dot's Dairy Bar,4.0,9,Restaurants
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,1.5,20,Restaurants
uKEabBQrn0gLzvTppOrKIA,Casita Taqueria,4.5,207,Restaurants
epGYbd0_OeSxsSkw-Kx5Rg,Hippie Hi,4.0,16,Restaurants
8JEOmVGQffkr6xtn4vvplQ,Pita Kebob,4.0,142,Restaurants
rF0xI_3jjlsEKp3N0Z0BuQ,Trattoria Totaro,4.0,135,Restaurants
qma1sGQv7ArUtzuUTQElRg,Katie's Pizza & Pasta Osteria,4.0,313,Restaurants
zjQDk4tZyhEroyqtkgvx0g,The Cobblestone Eatery and Drinkery,3.5,52,Restaurants
adb1hOYICrJ1Ix8M0sRpbw,Kuzina By Sofia,3.0,125,Restaurants
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,3.5,44,Restaurants
H3JjbID9Zhukpqr9uupHAA,Jackson's Bar & Bistro - Nashville,3.0,402,Restaurants
O5zuQH_YowDC-rsK8ZEXCA,Tin Drum Asia Cafe,3.0,62,Restaurants
jsQQu9rVerR3OGxIa0hRQQ,Kelly's Taproom,3.0,63,Restaurants
Hp3Ony7yW60VPuWHQFIIHA,Frady's One Stop Food Store,4.5,73,Restaurants
UX3eq0WsVva-cqlVrzyzFg,Cantina Los Tres Hombres,3.0,284,Restaurants
Yas-A9Jf07TJCIcgZny04w,China City Restaurant,2.5,14,Restaurants
aSJdDcspNCf-2oNF2E6SJQ,White Castle,2.0,6,Restaurants
hDiCHlTXKGUj1Yh4tq223w,Pasquales,3.0,26,Restaurants
GInRkBWvuyJCjFVHYdzkPQ,Licata's Italian Deli,4.5,8,Restaurants
JQ75_672GKJQ3tK1togIWw,Golden Capital Restaurant,3.5,8,Restaurants
sophKEDc2rBDe-cuOaJDkA,365 Caffe Italiano,4.5,127,Restaurants
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,4.5,460,Restaurants
PdMXmOWDRHICAx6SLgu1dQ,24,3.5,111,Restaurants
KsDY9IYqvumohkp74w5i6A,Jersey Mike's Subs,4.0,21,Restaurants
VK5NEKDHnZG8YcAw2JpaWw,Spring Hollow Golf Club,3.0,29,Restaurants
dD2p903p8lU0IgXT3OFluA,Edgehill Cafe,3.5,245,Restaurants
dBCNUSbz5-8nQNrxWo5deg,Blue Sage Vegetarian Grille,4.5,572,Restaurants
6mCsrUp9Vl4iXMbOxWtVjA,Dosa Hut Indian Grill,4.0,99,Restaurants
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,4.0,325,Restaurants
mYbEGFsRcA0tfUNSYcBJMA,Golden River Restaurant,5.0,8,Restaurants
Mt1FB8hM4XTi3Tk4i0q5gQ,Nicola's Pizza,4.0,54,Restaurants
_-SSObHzljeA11HAF0lIrQ,Hardee's,2.5,27,Restaurants
2DsplH_vy4GCcEnVpn0AbA,Cafe Olivia,4.5,34,Restaurants
sWCCxY1-9B1FGlSVeQvnHg,CD Roma Restaurant,4.0,125,Restaurants
wcpL6sD6jKsBO0tbdK2KEA,McDonald's,2.0,34,Restaurants
k6NkyANDoAMSNpa9_VD8IQ,Rosa Mezcal,4.0,76,Restaurants
ZH-D4qbLggBSvwpF0zXrQQ,The Original Pancake House,4.0,155,Restaurants
yX-eHIG--H3geTNWZ2Q6SA,Crush Gourmet Raspados,5.0,5,Restaurants
zIDuAuwyaLmNwv4k18mbwA,India Palace,3.5,167,Restaurants
yQhu3LbnB2gQgrquHZ_S6Q,Saladworks,3.0,42,Restaurants
ZfWVso8VlT0VN14rxVHccQ,Candida's Pizza,2.5,22,Restaurants
Gki1ureeRKqlIkQ-AELDVg,Brugada,3.5,49,Restaurants
L0-MS0MbQhEWAPLkjCqhpg,O'Shucks Seafood & Grill,3.5,29,Restaurants
q2N2KLhAeD0c0p-ryI3uDg,HotBox Pizza,3.5,14,Restaurants
q4m9o8LDJRrdU1DcgcAm3w,Auntie Anne's,2.5,10,Restaurants
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,4.0,301,Restaurants
gI34hM-873fwF1XQ8hOaSg,Joe’s Pizza and Pasta,4.0,17,Restaurants
EjzWyITI75CKSKb6RGCG_Q,Sonny's BBQ,3.0,11,Restaurants
1ddqdY_piKp-abaZ-bGRSA,Crescent City Steak House,3.5,226,Restaurants
clOOOBYvd1aUcFxA9uhFjQ,Tony Sopranos Pizza,3.0,21,Restaurants
lCBLhf37pnkyZ-1MWNF3ag,Gandolfo's New York Deli,2.5,23,Restaurants
0pMj5xUAecW9o1P35B0AMw,Wawa,3.5,8,Restaurants
MVmJuns9ZD9QLGltc0Am8g,Triple R's Smokehouse,4.5,8,Restaurants
l7gFSHojInQCglAVbv2_FQ,Tony luke's,2.5,20,Restaurants
RuBWR6CAgVi7iWR8LHUi6A,Lee House,4.0,30,Restaurants
gl9APAes1BYYt_8UsDVsPg,Ted's Luncheonette,4.0,37,Restaurants
5EGhvgDt_E-JPl4EhQkOtg,Edgehill Cafe,4.0,7,Restaurants
gyUBYwpUO_u0nqZdre4l1g,Shanghai Express,4.0,74,Restaurants
wMyHVb54Ne9SNasa4kjOCg,Carnivore,4.5,281,Restaurants
4FaYG9qKDpDyr68bKmaIEw,Capitol Cellars,4.0,176,Restaurants
rqaIe-61HKlWaGYmVwlw8Q,Petite 4,4.5,121,Restaurants
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,4.0,65,Restaurants
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,3.5,6,Restaurants
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,3.5,149,Restaurants
L7mbUPFMAfetY0fzuYtZ_g,Dunkin',3.0,7,Restaurants
7Ct4QuWaY63DkAOXqEiVGA,Hong Kong Chinese Restaurant,3.0,18,Restaurants
Wc-c_hQK4vFCl9keeVTUZw,Felix's Restaurant & Oyster Bar,3.5,255,Restaurants
c6xOzTbNqD-1g9PoxAh4DQ,The Wine Loft,3.0,36,Restaurants
YhQAQhG1IkXJH7oLZMbM9w,Del Taco,1.5,60,Restaurants
qMmEEvmRvcyJUD5SrKNCtA,King Ribs Bar-B-Q,3.0,20,Restaurants
qS4CaO_u_vMrTl31XJto1A,Szechuan Paramount Restaurant,3.0,25,Restaurants
NVpbPRDvfwjb85CJwWE0nQ,China Wok,4.0,55,Restaurants
LVteL0Rnh2E_yOFCLJUPhg,Double Decker Pizza - Media,4.0,88,Restaurants
VS4iEul7Rp4jJGcNcKu4FA,Brew House Pub & Grill,3.0,6,Restaurants
HjLYCBxJti8V-hsP_yVZ3w,Taj Mahal Homestyle Indian & Pakistani Cuisine,4.0,280,Restaurants
Iuir7lUtx-LMhYtStwyf3Q,Another Broken Egg Cafe,4.0,26,Restaurants
vVm2qH6n4tWzN_qv6PBIVw,The Humming Bird Jerk house,3.5,32,Restaurants
skN2XhKXlcjf53uIwzAedw,Burger Up - Franklin,3.5,329,Restaurants
du_yelFmWOZDEyIAE-jdsQ,Taco Del Mar,2.0,9,Restaurants
nePPSHdai8L7aWmXwOZHEg,Stokehold Restaurant,4.5,13,Restaurants
vLT1KtrA9bWvjFOg-0xVIg,Pieology Pizzeria,3.5,131,Restaurants
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,4.5,138,Restaurants
jBCgQ6nZDsMCWU7eaSxOpw,Whaley's Blazin BBQ,4.5,58,Restaurants
hfN3l0gJ-XszD1XFGNvA6A,Akira,3.0,40,Restaurants
vo12FJ4dAdP8Jr4ctFYRkg,Painturo's,4.0,46,Restaurants
