Unnamed: 0,review_id,user_id,business_id,stars,useful,funny,cool,text,date
3276402,jH2PdUohx3qrsaXD4Zp7ng,-IGQoMfCbys3q1OHVemgMQ,s9M65KdbIrTktB2Wic9Rmw,2.0,1.0,0.0,0.0,Gotta say been many times but consistency has been lacking.  Staple I used to get was Goldman's hotdog and it is still 9 but almost half the size. sorry not acceptable see previous pic and today. On fence if I'll be back.,2019-06-15 01:42:59
1492076,LCTWHhhvJJLqT00NC9GmBQ,-J2_DwRJCpocmwFmxic7qw,derKTThMWqGXsl2ZFVv5Lg,3.0,1.0,0.0,0.0,"I gotta' tell you that the highlight of this place were ""the best fries in the universe."" Seriously, that's what they're called on the menu. And my two kids and I ate every single one of those fresh-cut, skin-on, perfectly-fried slivers of awesomeness. Which was good since my kiddos didn't care for their mini corn dog nuggets and tater tots that looked like what I reheat at home, and my sandwich was just so so (it felt peppery just to be peppery, instead of it being a necessary part of the taste?). The place is super laid back, the waitstaff were cool, and there's no beating a place with a variety of beer and TWO different outdoor seating areas. The front one is pretty typical, but the back patio with a view of the Monon Trail is a sweet surprise. I'll be back for a beer and a snack on a nice day with friends, just won't be aiming for a full lunch or dinner with the kiddos here again.",2018-09-05 03:39:43
2424865,K6njuQTkxjtgpem3V09xOA,-KduD3wwydWDq2GrODh2tw,buK9hg-3CS7Ry7axXEFFOQ,2.0,4.0,1.0,0.0,"It's like stepping into a swanky restaurant from 40 years ago, and that's the good part. The food is so-so -- the chicken is not seasoned at all, but it is crispy and moist. The sides are OK. But it's a fun place -- especially with a group. As long as you don't go for the food.",2011-07-27 14:33:03
1371326,yocwi8ifQlQ-1_aSipFw-A,-P7w7MuldCRPhTtOMc2Srg,V6nHZ__onRImXrX0u5Mu8w,2.0,0.0,0.0,0.0,"We used to love this place. Ordered a medium pizza, 2 orders of chicken fingers, mozzarella fries, and pasta e fagioli soup. Total was over $42.00.  The pizza was very thin...way thinner than we remember. Like, you could call it thin crust it was so thin.  I guess they must be really cutting back. The chicken fingers were ok - not worth $7 for 4. The mozzarella fries were fine. But the ""soup"" was terrible. It was literally tomato sauce with over cooked pasta and beans. No broth at all. I've had this soup many times at many places as it is one of my favorites, and this...just , no. Way too expensive for sub-par food.",2022-01-02 22:46:24
5959177,8IpEqo6vbA_HAn1wprxUeQ,-PHhewouMe4OcObjdqBWAA,nIAbuktMEzVjT4P9pG89rQ,3.0,2.0,1.0,1.0,"Let me say that this is a very westernized Asian fusion restaurant. If you want really authentic Asian food, there is plenty of other places but Buddakan definitely caters to Americans. 

I went for restaurant week. Honestly the food was pretty good, even if not ""traditional"" so I don't have any complaints about that. The bbq pork was delicious, maybe one of my favorite pork dishes I've had in a while. My main complaint is the portion sizes- for the price, you really do not get a ton of food. I went for restaurant week lunch and got 4 courses but my party went out to get second lunch after. 

The pork belly bao was alright at best- nothing special but it wasn't bad either. The Kobe beef slider was also pretty good, but again, not incredible anyway and the portion is tiny- I've had real Kobe steak in japan and it was ok a completely different level, the ""Kobe beef slider"" is basically slightly nicer ground beef. The dip sum donuts are basically fried dough covered in sugar- while the sauces are interesting, it's nothing mind blowing. As I said earlier, the bbq pork is the only thing that stood out. 

Service was okay until we got to dessert- for some reason it took 30 minutes just to make the dessert. We were basically ignored for half an hour while everyone else got their entire meals. 

Overall, food was pretty good but service and portions were not. It was worth going once for the restaurant week deal, but would not return.",2019-09-30 02:09:37
5365726,nQbPQyWuuKkn3D56bgyXUg,-PHhewouMe4OcObjdqBWAA,hz_jlKOsbQT3bsucp670qA,3.0,0.0,1.0,0.0,"This place is more of a 3.5, probably closer to what the average review is. The beef noodle soup is pretty good, it will warm you up on a cold rainy day and remind you of when your parents grounded you and the only good part of the day was eating beef noodle soup. The sushi is also decent- they have lunch specials for that as well.

While it may be a little pricey, overall the food is fine and the seating is readily available so you can easily go with a big party.",2019-04-17 22:13:53
1456563,Pwb6yWNY39X7jBTCJYTBag,-Pb9gXleMSXS8quej_zL1Q,oyJ3gXNkV0DO0YxcaTgtTg,4.0,0.0,0.0,0.0,"Dinner last night with a friend.  We both agreed that the place is really cool as far as decor.  Our server, Denise, was excellent.  I started off with a whiskey ginger, which was quite tasty.  We shared an order of the dry rub chicken wings, which were delicious.  For the entrees, I had the shrimp and grits.  My friend had the pork belly tacos. The shrimp and grits was tasty, but I was disappointed at the portion size. Also, the grits were a bit more soupy than I prefer.  My friend said the pork belly tacos were just okay.  He would not order them if we go back.  The overall experience was very good.",2017-08-30 14:07:19
2795065,Cw94B5i-WALlbponAQ9HjA,-Pb9gXleMSXS8quej_zL1Q,UiD1tjeFu03vJ--oHba4Jw,5.0,1.0,0.0,2.0,"Bravissimo!!  New York style pizza with as many toppings as you want for one low price. How could it get any better?  The toppings are excellent and fresh. The choices are plenty. $7.87 for an 11"" pie.  The crust looked like it would be too thin when they were making the pizza, but the texture and thickness turns out New York style.",2018-02-13 17:03:15
5574214,-ags3lPlP83E3wxSwATgDA,-Rocdfu1eqSbyqCEBvOzDw,VkHexf3mBy-8hu2vsSVd4g,2.0,0.0,0.0,0.0,"Stopped here a few months ago with my family to celebrate a birthday. We liked the décor of the restaurant with the paper lanterns hanging throughout the entire space and some cool art work on the walls. 

Service was friendly and prompt. Was hoping for more depth in the Tan Tan Ramen and Tonkotsu broth, but overall not bad. The sushi and takoyaki were just okay. No real standout in any of the dishes we had, but not the worst either.",2021-11-29 20:54:48
3608759,pMHwoj4N_q1EyEDR_gKMmA,-THLGnsYKu3yQAsy_tt1fw,S-pwdOmtIPL2UCjQEvKROg,3.0,12.0,2.0,2.0,"This place had been open a week when we went for a weekend dinner. I'm writing an honest review in the hopes that it helps my next experience be 5-stars. 

Hosts were all fantastic, even sought us out to tell us how much longer it would be for a table and make sure we had gotten a drink. Love the Ms. PacMan and other video games in the entrance and there's a pool table in the back (I wish there was skeeball but that's like wishing there was a unicorn). Decor is cool, but they need more concert posters to balance out the expanse of wall space. Surprisingly, the noise level was acceptable. Tables are well-spaced so you're not going to be rubbing against other diners as you eat (like at Refinery). 

My boyfriend stood at the bar for 15 minutes and was pretty much ignored by all 4 people behind the bar. He claimed they avoided making eye contact. I went in. I caught the eye of one bartender fairly quickly, he greeted me, and took my drink order about 5 minutes later. After 10 more minutes I finally had my cocktail and boyfriend's beer. Nice beer selection, I was delighted with my Major Award cocktail. I love bourbon, egg white cocktails, and A Christmas Story. Really great flavor. 

The covered patio area is very pleasant. That's where we sat while waiting for our table. I wish there was a firepit for those cool nights. 

Our food came out in an acceptable amount of time but I was disappointed in the portion size and quality when compared to the price. I had the rabbit and dumplings, $24. There were 2 biscuit-style dumplings which tasted fine, and then there was shredded rabbit and copious celery with some slightly undercooked potatoes. The lima beans (one of my favorite veggie beans) were nowhere to be found. I thought it was possible they could've been pureed but the flavor and texture of the stew made me think it was not so. It tasted fine, but I have had better rabbit, better stew, and even better rabbit stew at or below this pricepoint. I was still hungry after finishing my entree. 

He had the fried chicken. The pieces were so small they may have come from a bantam. Seriously tiny pieces of chicken. They were also very dark brown...which would've been fine had the people to either side of us been eating chicken of that color...theirs was much lighter. For his 2 sides he chose cornbread and tomato rice. I tried both. The cornbread was good and the tomato rice was AMAZING. That was the star of our food experience. 

Our server never checked on us until our last few bites, when she asked if we saved room for dessert or just wanted the check. Water had run out awhile before this. We were very near the server's station and she walked by us probably 20 times. Unacceptable to not have an additional check-in or more water brought. 

To recap...nothing was terrible but the only amazing things were my cocktail and the tomato rice. Experience was ""fine"". A-ok in the truest sense. I appreciate the unique menu and what they're trying to do. I'm sure that things will only get better as they're open longer. 

We spent as much as we did the last time we went to Rooster & the Till or Ulele. Except unlike the other 2 spots, I left feeling hungry and that the service was subpar (except for the awesome hosts).",2015-01-08 08:11:45
5396457,_GI88_03LQ1TlJekvt54Sg,-THLGnsYKu3yQAsy_tt1fw,Mgcgy5ZCZvwzggV5xausug,4.0,6.0,4.0,2.0,"This should be a 5-star review, however, the guys behind the bar (who I hesitate to call ""bartenders"" or ""servers"" because they don't seem there to do either) are lost causes. So if you come in and sit down and no one even talks to you for 10-15 minutes despite the fact that they're standing right in front of you pouring beers or washing glasses, persevere! Flag them down! Call out! Wave your hand! The pizza (and beer) are worth it. 

There is seating for about 30 people inside (maybe 6 tables plus stools at the bar), and there's a courtyard outside too. If you have a group of 10, please don't come here. The kitchen is small, and you'll take up, very literally, ALL of the chairs. If you do decide you simply must come here with a larger group, have the decency to get only one check...for the sake of the other customers. 

I love the selection of beer here. There are 7 tap handles so there's pretty much always 6-7 draft beers to choose from. They're all microbrews or eurobrews. The offerings are balanced. It's not going to be ""4 IPAs, plus 3 others""...look forward to a stout, a porter, a pilsner, a hefeweizen, an IPA, and maybe even something barrel-aged or a sour. BUT WAIT...THERE'S MORE! The entire back wall and about half of another wall are lined with beer in bottles and cans. Again, all craft and euro. Many hard to find. 80% or more are cold and ready for you to drink with your pizza or carry home to drink. Not a beer drinker? Well, there's craft soda and juices for you. 

There are games for the kids (or adults) to play. There's a community bulletin board. There's a stream of neighborhood people passing by (this is Tampa Heights, so anything goes). 

The pizza is FANTASTIC! This is my favorite pizza in Tampa, hands-down. The crust is chewy and the perfect thickness, lightly sprinkled with Italian herbs, lightly bubbled and not soggy. The sauce is bright and fresh-tasting. Toppings are evenly spread and there are plenty to choose from. The cheese is gooey and strings nicely. My go-to is: meatballs, fresh basil, spinach, and ricotta. MMMmmmm!! It's tastes like a lasagna pizza. My boyfriend gets sausage and pepperoni...he's a traditionalist. 

The entire menu is pizza or baked wings. If you have a limited diet for whatever reason (vegan, celiac, dairy allergy), this may not be your cup of tea. 

There is a record player but the needle has been broken for the entire time I've lived in Tampa. The flatscreen TV sits on top of the record player. I'm a sad panda.",2015-02-16 19:44:29
6714709,_CkkcBSvDu8rHXgqv7nN1A,-TLXQfY2lZ6DVWQj4BosxQ,ETZK5PuCsVfQ7ElXckDTPw,4.0,1.0,0.0,1.0,"I was more than pleasantly surprised when we ordered take out dinner on Christmas Eve, to eat with a family member at nearby Abington Hospital. 

We ordered through their online ordering platform, and appreciated that we could select a time for pick up. 

I ordered Dan Dan Noodles, which were delicious. I loved the spicy sauce, minced pork, and tender noodles. 

Others in our group ordered General Tso's Chicken and Mongolian Lamb - a hit with everyone. 

My husband ordered a mango salad with his GTC and I grabbed a bite - so refreshing and bright!

Pick up was super easy, and the folks behind the counter were super nice and helpful. Will definitely come back to Ban Ban when I'm nearby!",2018-12-29 14:45:37
5382625,by3BXaoD12WcuaEQs1hxHw,-TLXQfY2lZ6DVWQj4BosxQ,_qgqa4X1OiMLqub1hHaMjg,5.0,2.0,0.0,1.0,"A delightful, simple, upscale cafe that I have been eager to check out for a few months. 

My partner and I went on a nice long walk and found ourselves around the corner from Res Ipsa - so we stopped by for a casual breakfast yesterday. The breakfast menu is tiny - maybe 5 or 6 options total - but the focus and clarity in food is clear.

I ordered the Avocado Toast (on the web menu, not on the board at the counter) and my partner ordered the breakfast sandwich with sausage. My avo toast was simple but packed with flavor.

The coffee was also delicious. Can't wait to come back - maybe for dinner :)",2017-09-26 00:25:53
4648108,aerU60hdrK-0A7mCAWYPBQ,-Tg5YTEMbnYw3fQN99xKCQ,-mcTFLh291MWYECT2bAr3Q,3.0,0.0,0.0,0.0,"Charbroiled oysters are ok, not better than dragos or superior seafood.  The service was great and the crawfish were",2013-02-11 15:16:49
4681854,06wR3MjLlhmMyrdUrmPICA,-V7frksbFjKQYVhrPnnlPw,2qAcKMt6-puXKlFi7T3mIg,3.0,4.0,1.0,1.0,"So, the only thing I've ever gotten from Haydel's is king cake. So I can't speak to the rest of the pastries.  To be honest, I'm not the biggest fan.  I'll take Randazzo's or Caluda's over Haydel's any day. I just find Haydel's cake too dry and icing/sugar just off.  Don't get me wrong, I'll still eat it. It's king cake. after all.  Just not my first choice.  It does help that Haydel's is a but cheaper and partnered with UberEATS tho.",2017-03-26 20:37:51
5309910,pvKBtOmUAszHhiV9_zJFbw,-V7frksbFjKQYVhrPnnlPw,F7etLf6od7CUnCPknsQ-6Q,4.0,1.0,0.0,1.0,"I came here with my SO for a dinner before meeting some friends for a birthday night out.  We decided to get a few small plates to split.  We got the sausage w/ cornbread and poached egg dish, the roasted cauliflower w/ pickled carrots and cucumbers, the parmesan frites, and the grand slam risotto.  The sausage was a pork sausage and was very good, and the cornbread and poached egg with it just made the dish rich and rustic.  The roasted cauliflower was, well, roasted cauliflower; and the pickled carrots and cucumbers were an interesting surprise - I still can't decide if I really like it or not...  The parmesan frites were fantastic - perfectly cooked and seasoned too perfection.  And the grand slam risotto was the bomb.  The risotto took place of grits, and it came with poached egg and fancy pork (I can't remember exactly, but I think it was pork cheek and another part of the pig), and the whole thing was just a very sophisticated (VERY) grand slam breakfast platter.",2015-12-14 22:15:43
6162075,2oQ-FI23PM7h68VN61VfIA,-YJmEquORmH4mmMa9OlMhg,Cmw00BFD1l-_DJHPuKi2Rw,1.0,3.0,2.0,2.0,"Came here on a Saturday night for a friend's birthday celebration dinner. So I'll say the only thing that I enjoyed was watching the firework candle that they give to the person having the birthday, but even at that, it took them 2 tries to get it right because the first try the fireworks were shooting in the chandelier so they had to get another one because we didn't have enough time to take photos because of the server having to adjust everything because the shooting fireworks. Even at that, while we were waiting for the second candle to come out, it took them forever while ALL of us were waiting with cameras. They had no sense of urgency. We waited about 10 min before the server came out again with the candle. 

Food wise, not great either. I ordered the Alcapulco poke bowl, full size and a dynamite crab roll. The alcapulco bowl was filled with WAY TOO MANY BEETS and too many peppers. It made the bowl pretty much not good to eat. I just picked at the tuna, which was overcooked, and ate it. Dynamite crab roll was decent but not exceptional. 

Also I ordered the SLAMgria. This was where the worst part happened. The guy running the drinks from the bar delivered the drink, and when he brought t in front of me, his hands were shaking and it dropped ALL over my pants. He didn't acknowledge or say anything about it either. The drink is pretty much a coronarita but with a bottle of champagne. But the bottle had already poured out all in the cup. 

Overall, I tipped for generosity. Should have wrote a letter to them how terrible they are.",2017-03-19 16:24:11
1473016,CXW8oNhW8rJoPhVKOD0T3Q,-YYLq_7LWPi1EJV1oZQXbA,jziRKhtHxeJPAPWS21jRYw,3.0,0.0,0.0,0.0,"I ordered the Panéed Chicken Over Crawfish Linguine with fried chicken instead of grilled chicken. It didn't taste good at all, pasta was very dry with little to no sauce. Other than the food, the waitstaff was very friendly and the restaurant was very clean. Also, the complimentary valet parking is a huge plus.",2018-01-01 00:40:40
3632740,sDkKkMVtPrShE9mwD2rvtQ,-ZHlPAvlVdgtiu6DiCq7Yg,kpl3H_sgfTm-tH3Aa-ML7g,2.0,1.0,0.0,0.0,"Meh.  Service was not great.  Slow, uninterested.  I ordered the biscuits and gravy.  Despite a generic description on the menu, it was so spicy, I couldn't eat it.  It took several minutes to flag down our server to get something else.  I went for the French toast next.  Not bad, not great, just average.  Same for the breakfast potatoes that seemed like lumpy mashed potatoes.

Hubby got cafe au lait and a breakfast pizza.  Our fault for not asking about the size, but the pizza was 12""!  Weird that it wasn't a smaller personal size.  Pizza was ok, a bit dry.  We assumed there would be tomato sauce or gravy on it, but it was sauceless.  The only moisture came from the cheese and eggs.  

If you're in the neighborhood and don't have another place to go, it's ok.  But next time, we'll try someplace else.",2011-10-10 22:07:49
1011256,OSzvUQ-LvlrgbySvfzRcMg,-_Y8Mal7S750TsB6yMMDHA,zlNtAPz4GvSUiljQ-D3cvQ,4.0,1.0,0.0,1.0,"Omg,  the waitress was sooo sweet and the pizza was delicious!  I love the thin crust and the fresh toppings especially tomatoes provide this pizza with a bright and savory fresh flavor.  Oh and the drinks are AWESOME!  CHEAP AND STRONG!",2015-03-13 21:40:17
1635290,8K6T4gWs2d9nA4zWwYEp-Q,-_Y8Mal7S750TsB6yMMDHA,0g9XB5iLNje1B4UNbzqCPA,2.0,3.0,0.0,1.0,"So unfortunately I preferred the spot next door to Blue Crab and here's why: they are so overpriced and I just felt like the food lacked seasoning. There are a lot of tables very close together. I tried the crab and corn bisque and it was rather bland but after hooking it up with some tabasco and salt and pepper I was cool with it. We decided to try the seafood platter and what a mistake that was. The fries are sooooo bad lol. I know they are trying to push the home cut thing but yeah, they can let that go. Just save and get frozen because they were soft and mealy. The shrimp was the best thing on the platter; very large! and the fish wasn't crispy enough. the stuffed crab lacked enough spice to be featured in a cajun restaurant. I just felt like I had chewed but was unsatisfied. Maybe the grilled entrees are better. But it is too pricey to be dissatisfied when you can get seafood at plenty places here.",2016-01-14 02:05:11
151816,OIH1VKye7--HC3OBBRJdQQ,-_Y8Mal7S750TsB6yMMDHA,g04aAvgol7IW8buqSbT4xA,3.0,1.0,0.0,1.0,I stumbled across this place and decided to grab breakfast. The hosts texts you when your table is ready and I though that was pretty cool. I had a Bhaskar player that was pretty cool only thing is the space is extremely tight. But that's part of the Chartres street restaurant appeal. The strawberry mimosa was great and the waitstaff was pretty nice. only drawback is for such a basic breakfast and meal experience it is a bit pricey.  Overall an ok experience.,2015-07-11 15:29:10
6457873,cbcu5RvRCZFwrH5fCoqNCg,-_YQv9cPTEQnAq7J-r6zpw,krQnLL-V7I__Bhm_xyJaWg,3.0,0.0,0.0,0.0,"I wanted to love this place so bad. Grilled cheese is my type of food! I got so excited about the Mac n Cheese grilled cheese and built up my anticipation for it. Unfortunately, after the first bite, I was pretty let down. The Texas toast bread was nicely toasted but the Mac and cheese lacked any flavor. I think I should have spiced it up with some hot sauce. We also ordered the grilled cheese donut, which was good, but nothing spectacular and not worth the $4.",2015-04-06 22:36:39
