business_id,name,stars,review_count,categories
plobBsTtVUODb353xxFT_g,Sushi Rose,3.5,634,Restaurants
ARgidflSXPHj7uhK-Y7hwA,Kampai Sushi Bar,4.0,328,Restaurants
368cyArdo0P0aDUOhhE4PA,PANA Donuts Coffee & Boba Tea,4.5,163,Restaurants
-sSGKR1V1oBm7BJicIXozg,Barra Rossa Ristorante & Wine Bar - Downington,3.0,100,Restaurants
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,4.0,219,Restaurants
m6KZGTxRb9_ZyDpB1G6O1Q,Freddy's Frozen Custard & Steakburgers,3.5,112,Restaurants
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,4.0,783,Restaurants
8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,4.5,2062,Restaurants
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,4.0,252,Restaurants
tFpstYqxugKHzeyNUsuD_A,The Pint Room,4.0,423,Restaurants
3y61A28PQDZ4weeeTRfIlA,Burger Study,4.0,441,Restaurants
Tt4byMYA7FvAkQ3MigcJWQ,Mojitos Rum Bar & Grill,3.5,74,Restaurants
fsPqRDDG2igV63nP89xWUA,Concord Steaks,3.5,33,Restaurants
NcO-pWiZmNM5zBg8H9zB6Q,La Tavola Ristorante Italiano,4.0,191,Restaurants
zBHAoHU-SD7wECkKpTGImg,First Watch,4.0,93,Restaurants
gu9H6XoryCn07BfPsSdeSw,The Sweet Taco,3.0,153,Restaurants
PxEiXqMAzzvp8GFlb5EoLg,Grain Exchange,3.5,239,Restaurants
5pCDh3Tq3WzQau79hfJbsA,Brooklyn Pizza & Cafe,3.5,69,Restaurants
89COhCW-cAD5-fTXPfXYTw,Strange Donuts,3.5,352,Restaurants
UCMSWPqzXjd7QHq7v8PJjQ,Prep & Pastry,4.5,2126,Restaurants
kpK6SmxIiNoGPNhlEGiL4w,Trattoria Marcella,4.5,383,Restaurants
7lwe7n-Yc-V9E_HfLAeylg,Pub & Kitchen,3.5,615,Restaurants
04UD14gamNjLY0IDYVhHJg,Dmitri's,4.0,273,Restaurants
42IIF87kg1Ay4AeS6r9SOQ,Pizza Hut,2.0,19,Restaurants
hn3Rg2JrhQoDJBEhrpuwWg,Granite City Food & Brewery,3.5,356,Restaurants
g4KzJc8y7BhW66ieNIwJEA,The Old Spaghetti Factory,3.0,288,Restaurants
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,4.0,1379,Restaurants
MpkCQTOV6D3XGRPbtQPj5Q,Pho 36,4.5,236,Restaurants
gLaxSkjWzt25hybkaKwQcA,Slim Goodies Diner,3.5,520,Restaurants
ut6fi2W2YaipNOqvi7e0jw,Upland Carmel Tap House,4.0,244,Restaurants
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,4.5,192,Restaurants
-y5vYOsyL4bSFxeOtQtYbg,AJ's Fine Foods,4.0,258,Restaurants
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,4.0,495,Restaurants
0IG9w6YCkh-z5pnfSip6Nw,Tasty Noodle,3.5,64,Restaurants
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,3.5,146,Restaurants
UhjfJpaAzgSYrTZ_dMMF1Q,Philly Diner,2.5,129,Restaurants
3OGzmGqWwsyGLkhnxrA9Pw,Gourmet Pizza Company,4.0,185,Restaurants
9_m_iA3VAqGBJEW5XLc-5w,The Cuban Sandwich Shop,4.5,506,Restaurants
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,4.0,176,Restaurants
hRHhP3fhMy3LktPyQa3s_A,Landry's Seafood House,3.0,297,Restaurants
TDKBPcViJQDMrdUm6a9XZA,The Depot Craft Brewery Distillery,4.0,1245,Restaurants
mLNSOU8Ki0Fm09xd6ZKkcA,Timpano Hyde Park,3.5,380,Restaurants
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,4.5,579,Restaurants
nvb8SFi1-LzaQHEhUnw_7g,Gators Cafe & Saloon,3.0,301,Restaurants
BWITd9JUXP3gSi1z3Y-z8g,In Riva,4.0,729,Restaurants
eWGdkt9fdwg7aKboaZIVQQ,Uncle Maddios Pizza,4.0,103,Restaurants
MaYb7qMN6BomP1zQGj3Wjg,Pi Pizzeria - Delmar Loop,4.0,633,Restaurants
0wQCEcpZ57TmTm6EmEDsIw,Hendricks BBQ,3.5,572,Restaurants
oThWInL6gUCt2d98fSIAfA,Chatham Tap Fishers,3.5,262,Restaurants
o7cD_sDA-Evj3Oh0zeH9nQ,Asian Pho,3.5,194,Restaurants
F-vfI049swuwDR7HMOW1Fg,Red Habanero,3.5,198,Restaurants
ySSOZ_fz7wMhfjhWKzdR-w,Johnny Rockets,4.0,520,Restaurants
_O16xyQwp0YSTG2RgweRYA,Luigi's Italian Restaurant,3.5,37,Restaurants
QLUUaTj034zYVWiVl9tNvA,Café at The Square,4.0,293,Restaurants
GBTPC53ZrG1ZBY3DT8Mbcw,Luke,4.0,4554,Restaurants
gUyfJlJRxu1fHuZ4dpBheQ,Santa Fe,3.5,252,Restaurants
g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,4.0,1865,Restaurants
xGUAa3xa8KsmbolC3XboQg,Xtreme Tacos,4.5,193,Restaurants
B3JF06ctShiYJeg1FyJ5jA,Remedy Cafe,3.5,127,Restaurants
95Pw5mF_PMbfvXN_K-mXWQ,Summit Cakery & Cafe,3.5,39,Restaurants
INWHqjudS0vDcVKlHyz69A,Shere-E-Punjab,4.0,147,Restaurants
fSx8zLSP_LBtIm_mfQRbTQ,Dragon House Chinese Eatery,3.0,117,Restaurants
vzvm7_QXEDaMTxMOKLBNyQ,Guilin Chinese,3.5,116,Restaurants
guxzC4GOY1MYY5KqfItwOQ,P J Whelihan's Pub & Restaurant - Oaks,3.0,146,Restaurants
1ZRGRUd3y5a8vrgUyzMcnQ,Jaco Juice and Taco,4.0,130,Restaurants
zYty3y2eQZQfdCSzyUUbzw,Valley Shepherd Creamery,4.5,32,Restaurants
xs5gxwXz1QFlWy62XAH-9Q,Newk's Eatery,3.5,99,Restaurants
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,3.5,1066,Restaurants
z680Aylt8wN2KAeFM1hy-A,Chatham Tap Mass. Ave.,4.0,427,Restaurants
nJ4RKwRgkGiD4fE0QAg5mg,Saloon 151,3.0,117,Restaurants
pj8Y-5vfbRitnnm2xJFH9w,Jamaican Jerk Hut,2.5,276,Restaurants
7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,4.0,292,Restaurants
kQRB8RNwd7cEMcURTS-I7A,Sabrina's Café,4.0,570,Restaurants
LqF5QiIm89Ea9wtc0cdPCA,Dugout Bar,4.0,128,Restaurants
WfZ7KkYL1eIO3ZrNeASYJw,Verchio's Produce Outlet,3.5,32,Restaurants
P_x9fEz8efemqOIV46S0tg,Red Mesa Restaurant,4.0,585,Restaurants
cBp1fn2LXpSHe4VbTXLYEw,Bab Café - Reno,4.5,470,Restaurants
vFpbUcVAXxrSz5mFIzKbyw,Miller's Ale House - Springfield,3.0,295,Restaurants
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,3.0,334,Restaurants
RuEIK45gBF5iDbYoSa9tOA,The Underground Tap & Grill,3.5,96,Restaurants
g8ZqVCalVp-PsOqyS4dXGw,Nooddi Thai Chef,3.5,185,Restaurants
EP2jFD3aGoSBCWb7irY5-w,Queen of Sheba,4.0,361,Restaurants
1UNorskttXSWuEcgzKzXcA,Xochitl,3.5,453,Restaurants
A2q7d-CBM2-81tVkmS4JMw,The Buffet,3.5,594,Restaurants
Zx7n8mdt8OzLRXVzolXNhQ,Milk and Honey Nashville,4.0,1725,Restaurants
cN4Y09a7clgjFd1tY-wSZw,Don Pablo's,2.5,154,Restaurants
Swjkmg5qAHT6hwXQRWQoHQ,Tampa Bay Brewing Company Westchase,4.0,476,Restaurants
z5YxP_jyIU7dRKUA7V_H0w,Cily Chicken Rice,4.5,68,Restaurants
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,4.0,818,Restaurants
A-8K66Kx7fMXkayG_3zdJQ,la Madeleine,3.5,126,Restaurants
WWnRdTjwaTnsLSJX95j-Zw,Hablo Taco,3.5,268,Restaurants
NV6zZPb5OGVpyX4JrSzUPg,The Block,4.0,155,Restaurants
hYonVJe6xzVBHHT2FLo4zg,312 Pizza Company,3.5,532,Restaurants
LnZvGYbqozanOSevcftnrw,HipCityVeg - University City,4.0,314,Restaurants
wa_bwyY57etHjtJ2Fw0E3g,Pita Jungle,3.5,464,Restaurants
jULIPydhMj18KOI5OHTwfA,Buena Onda,4.0,552,Restaurants
196CWwMAtAcA21jYiMyRzg,Cafe Pontalba,3.0,560,Restaurants
UakVMT3xrpbFB2pHdxPjnw,Crown & Bull,3.5,668,Restaurants
oQ5CPRt0R3AzFvcjNOqB1w,Edley's Bar-B-Que - 12 South,4.0,1114,Restaurants
sjueAFshWHWkKn5a1AymuQ,District Tavern,4.0,227,Restaurants
UyD7FJamt_pw1V4d00lwjA,Naf Naf Grill,4.0,197,Restaurants
EDjEVzmoQVHzboFqC-M6Ew,Local Taco,3.0,308,Restaurants
0z-pNv_92L_-LiYV_XlcSw,Brawley's Restaurant,3.5,90,Restaurants
Tqt99-TsbRT4bmsXHyA1lA,Rostizado - by Tres Carnales,4.0,186,Restaurants
TCHh4RIrvp7h2BucXt1kvA,Snap Custom Pizza,4.5,190,Restaurants
7yPzOek7Af2dKWGYKpcHWA,Khmer Kitchen,4.5,372,Restaurants
vUrTGX_7HxqeoQ_6QCVz6g,Suraya,4.5,1121,Restaurants
W0JwMDaPz4KxJPqiUuh45A,McDonald's,1.5,74,Restaurants
gCcJTKC40CL0XtYYGfcXDw,Smiley's Cafe,4.5,423,Restaurants
Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,4.0,249,Restaurants
zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,4.0,768,Restaurants
_JXfCdMu1TFblbhJ5KT7fw,Basil Spice Thai Cuisine,3.0,222,Restaurants
TV81bpCQ6p6o4Hau5hk-zw,Hellas Restaurant,4.5,1368,Restaurants
FnEkr6LzjuGsg93Z7fkl7Q,Misconduct Tavern,3.0,131,Restaurants
JQz0_R70G3bjQ5dRqrhxKQ,Wildflower Cafe,4.5,519,Restaurants
ln2TenkFOODYi7AOX9we1Q,Frank's Pizza & Restaurant,3.5,116,Restaurants
QJfM8uRNy6KHhj6kIatzmg,Whitebox Eatery,4.0,170,Restaurants
4_W5pstoN1166TGjjPOrMg,Prohibition Taproom,4.0,618,Restaurants
oGdbvXKXVCQ8WC_GQePDkQ,3 Sisters Café,4.0,358,Restaurants
gKPWC7F219oEbu5NXPzH4g,Sam's Beach Bar,3.5,555,Restaurants
uE40984_YDgVvPeRpFcCaQ,The Fat Ham,4.0,286,Restaurants
5nlpLTaOXgDQgKBHhAzm2g,The Burger Joint,4.0,87,Restaurants
o2sdqQ7e4IzeBWxUo_-tFQ,Saigon Bowl,4.5,159,Restaurants
UvBSMmsmtT4RABoKy2ZJeQ,Lucky Belly,3.5,73,Restaurants
6iqDIQCE8sq7Xq1xvhG1Tg,M3 Restaurant,4.0,245,Restaurants
V8H6z5ulGJEkaFUyRfmLKw,Sculley's Waterfront Restaurant,2.5,355,Restaurants
o3RGMdSY37_PX1k1vZsXpA,Cafe Ponte,4.5,541,Restaurants
pSmOH4a3HNNpYM82J5ycLA,The Pancake Pantry,4.0,2063,Restaurants
T-uphPk44OFt6sR8F-0uHA,Iron Hill Brewery & Restaurant,3.5,289,Restaurants
tsx84z4c0B-y6J5fqfvBqg,Mr and Mrs Crab,4.0,360,Restaurants
EZuIzN2oAdZt-dkbdwH0pw,Sockeye Brewing,4.0,236,Restaurants
z7em5co2qckbAXoDGXynsA,The Blue Duck,4.0,278,Restaurants
d_tRshM-w6S4QxE4VVi8tQ,Jones,3.5,1141,Restaurants
PBtZNTQl5tRReeC8It1G7g,Safety Harbor Resort & Spa Trademark Collection,3.0,305,Restaurants
vHAjYdA3c4G3E7HKMl3OgQ,Barrister's Bagels,3.0,93,Restaurants
sTuDLAMOxhhWQAsKsbGioQ,Beach Hut Deli,3.5,164,Restaurants
62pABDhLkUPAcNgxum_mpw,Cafe Provencal,4.0,116,Restaurants
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,4.5,213,Restaurants
V9XlikTxq0My4gE8LULsjw,Claim Jumper Steakhouse & Bar,2.5,325,Restaurants
KhBUg5QhBYuK8RZAe5gDMQ,The Independent,4.0,360,Restaurants
wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,4.0,374,Restaurants
AL3_t23te70PJpXklfw_HA,Newk's Eatery,3.0,65,Restaurants
pjb3xGA9ccjl49B5ERH46w,Carmelita's Mexican Restaurant,3.5,108,Restaurants
AjfvLdQSl2JRYuYdfeE7Qg,Taste of India,3.0,49,Restaurants
KP5OncF2jhT7_J1phHPPww,Besito Mexican Restaurant,4.0,1092,Restaurants
zIUUlBoQOQqQLoi2ElcWAg,Suegra Tequila Cantina,3.5,132,Restaurants
cw3iA7AAKpEN3WmLs-Mo4A,Little Thai Cafe,4.0,66,Restaurants
yeHLiKNp0hyR-ig4M6us-w,Livery - Indianapolis,4.5,971,Restaurants
htO_nlxkEsYHzDrtbiUxew,La Colombe Coffee,4.0,614,Restaurants
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,3.5,618,Restaurants
mDsElkXohOsEOH46cpx_Xw,Carrabba's Italian Grill,3.0,183,Restaurants
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,4.0,659,Restaurants
dpwkz52tHB2MCPv53I2aRA,Jazmine,3.5,455,Restaurants
9gObo5ltOMo6UgsaXaHPWA,R2L,3.5,787,Restaurants
Vx8lGiwyVyxGM-IEwmZIxg,Dairy Queen,2.5,24,Restaurants
Z5po0aTuzKKblek5y6Sp8Q,500 Degrees,3.5,443,Restaurants
eaDZlSuVS0EY67Ke6pRP6Q,Penang,3.5,1112,Restaurants
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,4.0,1082,Restaurants
DeVlppoc8dPBhOCPrm4wmg,Harry & Izzy's,4.0,895,Restaurants
T2otvNcawDSkhykOG2tOLA,IHOP,2.5,113,Restaurants
AM7gPGpRbEjEkjmsmQXb6w,Restaurant des Familles,4.0,167,Restaurants
11zDCUJyST50gMR4xVeAhg,SF Kitchen,4.5,269,Restaurants
Qbxo9pb5yDsbD3GSuzYOjQ,West Side Gravy,3.0,64,Restaurants
I0I2mkCOPTYVSLpc8A8VVw,Compère Lapin,4.5,804,Restaurants
swUT7AsP776D0XEBQrSznA,Bubba Gump Shrimp Co.,2.5,132,Restaurants
NVN_23yYJDf_RAinqFICDA,Hot Diggity!,4.5,191,Restaurants
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,3.5,590,Restaurants
TfcpJBiFNnDaochnmp4M2Q,The Garden Brunch Cafe,4.5,712,Restaurants
rQCTWNMzIZTfqWEAjxDpKQ,Culver's,3.5,140,Restaurants
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,3.5,1014,Restaurants
YpWZGcSERoROrulARYyxTg,Famous Toastery,3.5,115,Restaurants
ixPTo6Hum7nNZ7A4VPhTXg,Brick House Tavern + Tap,3.5,561,Restaurants
jfIwOEXcVRyhZjM4ISOh4g,Oreland Pizza,3.0,29,Restaurants
9svAtGS29ILNTN0eYdi3UQ,Untouchables Pasta & Pizza,3.5,124,Restaurants
i5RDTd_k-D3wV-k3nkX6OQ,Viviano's Festa Italiano,4.0,65,Restaurants
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,4.0,845,Restaurants
h4C7s_Go9UKo5twaLIWc8A,Chiang Mai Thai Noodle,4.0,185,Restaurants
-TCa3KBib07_1ko9L2Z0fQ,Yeoman's Cask and Lion,3.5,63,Restaurants
Z0tqMjLVWNub24JsywCwbA,Grindhouse,3.5,66,Restaurants
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,4.0,1553,Restaurants
NT5S6JV5wPwKOd3s3Yh1zQ,Burger Up,4.0,857,Restaurants
dz_aIFbATP2PLWQSOBnMfw,Maggie Mae's Sunrise Cafe,4.0,469,Restaurants
E1gf1YIWOo1BgzMUwJtEZg,Top Tomato Bar & Pizza,3.5,232,Restaurants
skJ1w8B5YusIibyxH4ohxQ,Fulton Alley,3.5,182,Restaurants
J2Jl-zmU7bjKsc9JZ65c-Q,Fill A Bagel & Breads,3.5,146,Restaurants
A21srfWbl97OWsCn2lK-0Q,El Gallo Grande,3.5,157,Restaurants
u7_3L1NBWgxhBM_B-cmmnA,Pizzeria Vetri,4.0,651,Restaurants
sr-5EY6bmp4jINhea06MjA,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,4.0,996,Restaurants
35GCFtezJ3upyqGf-zJ8MA,Gateway To India,4.0,393,Restaurants
M0r9lUn2gLFYgIwIfG8-bQ,Baileys' Range,3.5,1567,Restaurants
OINbC0rpDVJ5bfxt3LO9fw,Li'l Dizzy's Cafe,4.5,651,Restaurants
YtSqYv1Q_pOltsVPSx54SA,Rittenhouse Grill,3.5,290,Restaurants
ew5TyXOlyCpCRptye1LdxA,Pizza Hut,1.5,39,Restaurants
NFFS6Qow43IRG6dRPgZCzQ,Cafe DeLuxe,4.0,237,Restaurants
j0kqlcG_HluOEEFsA7WwCg,Em J's Cafe,4.0,129,Restaurants
tYCok-NtWvg8_k7woeB83w,Grand Lux Cafe,3.5,422,Restaurants
S1Zg0C2mo4D5jSsCw80yDg,Hardee's,2.5,16,Restaurants
qAS9quvb6b7XvxYpS_yS2A,Crust N' Fire,3.0,35,Restaurants
s4r3OEFu8q1HAB06CnEPCA,Fleming’s Prime Steakhouse & Wine Bar,3.5,155,Restaurants
FSTmzo0beEVMRMSArcp4fg,Lime Fresh Mexican Grill,3.0,106,Restaurants
tpSeNezanZDvsXWR7Hhi1w,Taco Bell,1.0,26,Restaurants
Y0JF1UN7pfWJ-GuzuVXM0g,New York Pizza,3.0,178,Restaurants
qDkbudGRfmJvf7trQZea4g,Ruth's Chris Steak House,3.0,110,Restaurants
hS6KNGCQVTYUdLb2edt58g,Steamboat Natchez,3.5,780,Restaurants
1LVMlrAQeqLgiwFu06kFfw,The Workshop Eatery,4.0,139,Restaurants
qhsJbgxVNDb0973r3Gjrow,The Block,4.0,293,Restaurants
a0_wSrpAqg_eHnNej273Sw,Gusto Osteria,4.0,138,Restaurants
t1qF12NdW8KvCqxqbvy-Hg,Cafe Envie & Espresso Bar,4.0,447,Restaurants
_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,2.5,256,Restaurants
SwBhaxfQPbyhsi0QHUAN0A,Seminole Hard Rock Hotel & Casino Tampa,2.5,739,Restaurants
4-TKASCNK5-XBWdXmeXWbA,Wawa,2.5,21,Restaurants
G-zzByEfv2oqjcxYmPsjtA,El Limon - Malvern,4.5,267,Restaurants
u9XTeDl_If4U5Eixl6ys7g,The Foodery,4.0,156,Restaurants
jE8o7lX3NMmcG0iMlqoo7A,Candlewyck Beef & Ale,3.0,81,Restaurants
bj-_vwEXLa7ECiHZhoOmFg,Dooney's Pub Delran,3.5,97,Restaurants
Cj4SH7N9HKtPhG_wp9ZiOA,TJ Smith's,3.0,155,Restaurants
f4PA-f1tcN1bIpZJLdFsQQ,Deccan Spice,4.0,268,Restaurants
4S_yN5o0EvXvV6GNvesTKw,Sister Muhammad's Kitchen,4.0,126,Restaurants
EKbb62ui8LgHk3B7OJMyBw,Mizu Sushi Bar,3.5,235,Restaurants
kjhIbW8NKRvXmLDwz7lzhw,Margaritaville - Nashville,3.5,580,Restaurants
YeMouev-sLfAxykmcANNoQ,Bellagio Pizza & Subs,4.0,160,Restaurants
2FnoLyEO0nq7g2Wz8x7Z5A,honeygrow,3.5,344,Restaurants
kfN6roQlTHWvMNlYdq2zgw,Gourmet Wok,3.5,72,Restaurants
mMPvgBgqON8pia_4AgGTUw,Kobe Japanese Steakhouse - Tampa,4.0,305,Restaurants
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,4.5,770,Restaurants
G8GII53SbTzPPAxsoFmycA,Penny's Pizza,3.0,15,Restaurants
-Or44IdY51Ukd618kikmtA,Federal Donuts,4.0,321,Restaurants
HjQO6KoOsdNk-rHpYwYfNQ,Frontenac Grill,3.0,22,Restaurants
oJ4ik-4PZe6gexxW-tSmsw,Broad Ripple Brewpub,3.5,378,Restaurants
_3VCzu9a79nrU0YA-WvUCg,McDonald's,2.5,47,Restaurants
37BpNvlEAT6WVGsksrHbBQ,Batter'd & Fried Boston Seafood House,3.5,318,Restaurants
iDtIMWJVIGYspg5JvJKaOw,Mad Mex - Wynnewood,2.5,248,Restaurants
IFKCqDKdrAOtph_TEi8ycw,Jack Patrick's Bar & Grill,4.0,102,Restaurants
ubIwwAx-JxZmgSoJgW_0og,The Outpost Tap House + Tavern,3.5,94,Restaurants
lRbHFOIFuusN2WOR_ypQ_A,Ants Pants Café,4.0,531,Restaurants
cXSyVvOr9YRN9diDkaWs0Q,Honey's Sit-N-Eat,4.0,1396,Restaurants
C1D2o1VV2TDjpkG3BsdseA,San Antonio Taco Co,3.5,386,Restaurants
-ATiAtTikuGuqvaW2O6tNA,Marathon,3.5,593,Restaurants
i7syG2Gyr_qVPR1GwehzuA,Fleming's Prime Steakhouse & Wine Bar - Indianapolis,4.0,165,Restaurants
r_nUMtOhnbm4HULuJq45Aw,The Queen and I,4.0,36,Restaurants
1165tVWCcxFvYoHT1-I2mw,Prime 108,3.5,113,Restaurants
F7jNP74WiqPZILJXGPByQw,Chadds Ford Tavern,3.5,148,Restaurants
eHiwKescTxEtPDZNLRp2sw,Dairy Queen,2.0,15,Restaurants
ltBBYdNzkeKdCNPDAsxwAA,Tavern,4.0,1222,Restaurants
nYuwfmjaYdeJgZU_Q_ugaA,Bangkokville Thai Cuisine,4.5,341,Restaurants
nUfx921sp44DDiZWa1P3wQ,Wendy's,2.0,13,Restaurants
9V0LMtO1riRw9-pUuG4NFg,Delicia,4.5,603,Restaurants
ZWRgvtyHRobwpi4G-Z4STQ,Castrillo's Pizza of Inglewood,3.5,101,Restaurants
-pRU97z3uPU_M7yUf5yzMg,Micha's,3.5,131,Restaurants
uIZwBkvWicqyWraXvYOipw,Sbraga,4.0,375,Restaurants
M2ZrrqseHE5xssUrOL0Gtg,The Three Coins Diner,4.0,341,Restaurants
GV-e7Op4aU98xkjjoKlRhA,Modesto Tapas Bar & Restaurant,4.0,256,Restaurants
TUhRukcZb3tG0cB_X68FCQ,Noboru,3.0,176,Restaurants
YB26JvvGS2LgkxEKOObSAw,Unagi & Sushi,4.0,62,Restaurants
cPDX2Y4H0fks-Qj5tfBduA,Tartes Pastry Shop,4.0,181,Restaurants
9c7MUiE6VI8NesjPdj5FkA,Bubblefish,4.0,544,Restaurants
FOjwOw-8-29YJxIXaN8bIw,Latitude 360,2.5,81,Restaurants
mE16tq2q9kIAeI1wnPkKXQ,Ba-Dar,4.0,255,Restaurants
lu-dKB6UwR-hD-DTE7STaQ,Buffalo Wild Wings,2.5,123,Restaurants
CIy5YA8iphBQbJPf2v1FSQ,PJ Whelihan's Pub + Restaurant - Haddonfield,3.0,156,Restaurants
kfqgGm2hJUj4NXEkkk1qIA,Indianapolis Motor Speedway,4.5,214,Restaurants
jbJTF1zVmZsk4hea8hoeVA,Fork,4.0,1810,Restaurants
S8ZFYEgMejpChID8tzKo9A,Amada,4.0,2109,Restaurants
qaDImxPguQz0jToNYvB1Eg,Café y Chocolate,4.5,369,Restaurants
WzpWEuVWY-6Xh37wc44GiA,Sidney Street Cafe,4.0,357,Restaurants
VHGAlhyKKnipe0Ck5yBglA,Kopperman's Specialty Food & Delicatessen,3.5,81,Restaurants
IUN-1btz9-CiL2b6tDNQqg,Benedetto's Ristorante Italiano,3.5,400,Restaurants
_f3JQU6IXpGmTLaSqGy79g,BRÜ Craft & Wurst,3.5,526,Restaurants
BvqJe6XmjKC8fQsjEMsCrg,Pueblo Real Mexican Restaurant - Franklin,4.0,267,Restaurants
Y87bVaGb0WU9PIHN1S-AWA,Taco Bell,1.5,82,Restaurants
V6nHZ__onRImXrX0u5Mu8w,Philomena Santucci's Square Pizza,3.0,44,Restaurants
TjwWB-ET-qmO2-8bfIHMig,Cheu Fishtown,4.0,250,Restaurants
WqteSM1GLr8FXefQcIqT5w,The Italian Barrel,4.0,488,Restaurants
xQ2hGUt62iZr5Gc3PrASYg,Pei Wei,3.0,154,Restaurants
0KqHMwQIMUFys9rqlT3m2Q,Squealers Award Winning Barbeque,3.5,119,Restaurants
feqbxrWjGkDCFGzbU2d7pg,Sonic Drive-In,2.0,49,Restaurants
